text,rating
"Still love the keyboard on all my devices, but it's annoying.
",5
"Great keyboard but there is no way to enable handwriting recognition by either pressing a button or removing the S-Pen.
",3
"Also needs option for dedicated number row at the top like on the stock Note 2 keyboard.
",3
"Everything functions wonderfully but badly needs these features.
",3
"This keyboard is excellent and just keeps getting smarter!
",5
"The auto space after a full-stop is ridiculous.
",1
"Allow the option to turn it off.
",1
"If you haven't tried A.I.type Keyboard, then you're seriously missing out.
",1
"I hear of a swype-like feature . but is it on this version or a different app from SwiftKey altogether.
",4
"1.still no chinese language support 2.occasional hangs 3.frequently used punctuations a hit n miss affair with the sliding gesture. prefer a dedicated key.
",3
"4.currency sign is pounds simply because i prefer UK spellings? cant be changed.
",3
"Predictions for contracted I phrases sometimes work, sometimes don't. It's still worth 5 stars though, great keyboard.
",5
"I love this app!
",5
"love this app makes my phone stand out one thing I would love to see is a light shimmering affect that would work its way across the key board with different shimmer colors that said this iseasilythe best in the world maybe a few more colors for your key board.
",5
"Awesome for lazies like me
",5
"The keyboard focuses too much on correcting errors, and not enough on correctly detecting the correct keypress.
",3
"With SwiftKey, I have alot more typing errors (albeit corrected by SwiftKey) than with the Samsung keyboard.
",3
"I had a messaging phone cause i hate touch screen keyboards.
",5
"I downloaded this and now I use the screen only.
",5
"It make me type faster.
",3
"But the themes are lame.
",3
"Wish they would add some new schemes for the themes.
",3
"Gets boring very quickly.
",3
"Way better than GO KEYBOARD.
",5
"Uses a little less resources, also.
",5
"Customizations are perfect.
",5
"It really learns how you type & what you say.
",5
"Awesome keyboard and use it as my default keyboard on my S3.
",4
"But needs an option to increase the space bar key as i find it a little on the small side.
",4
"Can u make it so when u use the second tab to have the numbers across the top like normal.
",3
"The only thing I would change is to add an option for automatic updates for personalization.
",5
"Will not stay as my default keyboard.
",3
"I have used this app for a long time with no problems, but now, since the last couple of updates, it keeps going back to my phones original keyboard.
",3
"I dont kno what yall did but the spacing is messed up now and there is 3 blank squares so now every word I type im pressing the wrong letter than I expect to hit like all letters got shifted to the left.
",3
"Love the themes and features just fix whatever yall screwed up.
",3
"Would be nice to be able to adjust intensity as well as duration.
",4
"Great program to be able to type without major complications
",5
"I used free version I just fell in love.
",1
"Hated chatting bcoz cudnt type fast on touch keyboard.
",1
"Ppl say I'm changed.
",1
"In simple words SwiftKey really changed my life n saved a lot of my time.
",1
"But wen i purchased n removed old app my all saved stats gone.Wtever swift learnt from me is lost.
",1
"Dats baddd.
",1
"Plz do smting fr dis.
",1
"Did this happen to all who purchased da app.
",1
"Needs some heavy fixing with lag issues on SGS3, also force closes whe editing tags in Tumblr app posts
",3
"Recently came across your app and its amazing.
",5
"I did not believe how much of an effect would indeed having and now after only having used it for 24 hours I can honestly say that I'll be using it for the rest of my life.
",5
"When I initially got my GS3 it would simply not type what I WAS typing, it was insane.
",5
"Swiftkey is a god-send! Keep on fighting the fight!
",5
"This was the first keyboard I used on my phone when i got it, and it'll probably be the last one I use too.
",4
"Everything just works, customizable to cater to any performance needs as well as aestheticly.
",4
"I have one simple request I think would be an amazing addition to an already incredibly performing app.
",4
"Add a feature to slide the directional keys from the bottom so they don't get accidently hit whilst typing.
",4
"That is literally my only complaint lol.
",4
"Add for five stars!
",4
"Good for English and waste money for Cyrillics layout
",1
"Best prediction out there, but it mysteriously starts to lag (a bit) when there is a lot of text in the text field.
",4
"Especially strange because I'm using a one x+.
",4
"Awesome keyboard.
",5
"I've been using it through many of my Android devices but this time I bought it  .
",5
"They are also introducing a swype-style feature soon, which will make this the ultimate keyboard.
",5
"Make a deal with them and make this your S3 default keyboard.
",5
"Way faster than swype.
",5
"I used free version I just fell in love.
",5
"Hated chatting bcoz cudnt type fast on touch keyboard.
",5
"Ppl say I'm changed.
",5
"In simple words SwiftKey really changed my life n saved a lot of my time.
",5
"But wen i purchased n removed old app my all saved stats gone.Wtever swift learnt from me is lost.
",5
"Dats baddd.
",5
"Plz do smting fr dis.
",5
"Did this happen to all who purchased da app.
",5
"Would love it if auto correct could be turned off.
",5
"Wonderful, but no matter what height chosen, the landscape keyboard covers the whole display.
",1
"You just see the keyboard and nothing else.
",1
"What about being able to learn from whatsapp as I do most of the typing there (most of the people do).
",4
"It can predict my text very well!
",5
"Didn't regret paying for this app.
",5
"Buy it totally worth the money!
",5
"Could u set the numeric pad in the middle?
",5
"Great application.
",4
"It's predictions are amazingly accurate.
",5
"I never thought I'd prefer a touchscreen keyboard over a physical one, but this app has changed my perception of software keyboards and how they should work.
",5
"Its prediction engine is amazing, you can type very quickly and sloppily and the autocorrect will work well almost all the time.
",5
